text,label,source
given the growth in ees it has become apparent that it is time to consolidate the risk functions between ees and ews this will provide ees with the systems resources and risk expertise of the wholesale energy groups necessary for it to continue to grow and take advantage of current market opportunities with this in mind and in agreement with the management of ees two new risk groups inside enron americas will be formed to provide ees with pricing structuring retail and wholesale commodity risk management logistics and back office services these groups main function is to provide these services to ees we have asked rogers herndon currently vice president trading in the eastern power group to manage this function in the eastern interconnect this includes both gas and power rogers will continue to report to kevin presto we have asked don black formerly vice president ees risk management and sourcing to manage this function in the western u s don will manage this group from houston and will report to tim belden these groups will work very closely with ees to pursue shared goals while ensuring close coordination with the wholesale gas and power trading organizations these changes are effective immediately please congratulate rogers and don on their new roles john lavorato louise kitchen,legitimate,enron
two fundamentals of cool life walk like you are the king or walk like you dont care whoever is the king gud nyt,legitimate,UCI_SMS
did u turn on the heater the heater was on and set to lt gt degrees,legitimate,UCI_SMS
romantic paris 2 nights 2 flights from 79 book now 4 next year call 08704439680ts cs apply,phishing,UCI_SMS
hey so this sat are we going for the intro pilates only or the kickboxing too,legitimate,UCI_SMS
thanx but my birthday is over already,legitimate,UCI_SMS
aight what time you want me to come up,legitimate,UCI_SMS
k k how about your training process,legitimate,UCI_SMS
refused a loan secured or unsecured can t get credit call free now 0800 195 6669 or text back help we will,phishing,UCI_SMS
well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to 84199 now opt out txt eng stop box39822 w111wx 1 50,phishing,UCI_SMS
no 1 nokia tone 4 ur mob every week just txt nok to 87021 1st tone free so get txtin now and tell ur friends 150p tone 16 reply hl 4info,phishing,UCI_SMS
please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,phishing,UCI_SMS
umma my life and vava umma love you lot dear,legitimate,UCI_SMS
if you cannot read this email please click here 20 earnings com ene upgrade downgrade history earnings com 09 image 09 09 image view today s upgrades downgrades coverage initiated briefing enron corp ene date brokerage firm action details 10 24 2001 prude ntial securities downgraded to sell from hold 10 24 2001 j p morgan downgraded to lt buy from buy 10 22 2001 prudential securities downg raded to hold from buy 10 19 2001 a g edwards downgraded to hold fr om buy 10 16 2001 merrill lynch upgraded to nt accum from nt neutral 10 09 2001 merrill lynch upgraded to nt neutral lt buy from nt neutral lt accum 10 04 2001 a g edwards downgraded to buy from strong buy 09 26 2001 a g edwards upgraded to buy from accumulate 09 10 2001 b ernstein upgraded to outperform from mkt perform 08 15 2001 merrill ly nch downgraded to nt neut lt accum from nt buy lt buy 06 22 2001 a g edwards upgraded to accumulate from maintain position 12 15 2000 bear stearns coverage initiated at attractive 07 19 2000 paine webber upg raded to buy from attractive 04 13 2000 first union capital upgraded t o strong buy from buy 04 13 2000 salomon smith barney coverage initiat ed at buy 04 05 2000 dain rauscher wessels upgraded to strong buy from buy 04 05 2000 first union capital coverage initiated at buy bri efing com is the leading internet provider of live market analysis for u s stock u s bond and world fx market participants 1999 2001 earnings com inc all rights reserved about us contact us webmaster si te map privacy policy terms of service 09,legitimate,enron
here is another competitor for online clearing we will be watching,legitimate,enron
as a registered optin subscriber ur draw 4 100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,phishing,UCI_SMS
1 tension face 2 smiling face 3 waste face 4 innocent face 5 terror face 6 cruel face 7 romantic face 8 lovable face 9 decent face lt gt joker face,legitimate,UCI_SMS
thanks for your ringtone order reference number x49 your mobile will be charged 4 50 should your tone not arrive please call customer services 09065989182 from colour red text colour txtstar,phishing,UCI_SMS
pls stop bootydelious 32 f is inviting you to be her friend reply yes 434 or no 434 see her www sms ac u bootydelious stop send stop frnd to 62468,phishing,UCI_SMS
congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,phishing,UCI_SMS
you could have seen me i did t recognise you face,legitimate,UCI_SMS
had your mobile 10 mths update to the latest camera video phones for free keep ur same number get extra free mins texts text yes for a call,phishing,UCI_SMS
free top ringtone sub to weekly ringtone get 1st week free send subpoly to 81618 3 per week stop sms 08718727870,phishing,UCI_SMS
forwarded by phillip k allen hou ect on 12 14 2000 11 15 am enron north america corp from rebecca w cantrell 12 13 2000 02 01 pm to phillip k allen hou ect ect cc subject re phillip is the value axis on sheet 2 of the socalprices spread sheet supposed to be in if so are they the right values millions and where did they come from i can t relate them to the sheet 1 spread sheet as i told mike we will file this out of time tomorrow as a supplement to our comments today along with a cover letter we have to fully understand the charts and how they are constructed and we ran out of time today it s much better to file an out of time supplement to timely comments than to file the whole thing late particuarly since this is apparently on such a fast track thanks from phillip k allen 12 13 2000 03 04 pm to christi l nicolay hou ect ect james d steffes na enron enron jeff dasovich na enron enron joe hartsoe corp enron enron mary hain hou ect ect pallen enron com pkaufma enron com richard b sanders hou ect ect richard shapiro na enron enron stephanie miller corp enron enron steven j kean na enron enron susan j mara na enron enron rebecca w cantrell hou ect ect cc subject attached are two files that illustrate the following as prices rose supply increased and demand decreased now prices are beginning to fall in response these market responses,legitimate,enron
fyi susan sent this memo to all gas functional groups this morning forwarded by brent a price hou ect on 06 12 2000 07 37 am susan harrison 06 12 2000 01 33 pm to brent a price hou ect ect cc subject,legitimate,enron
if you want to mapquest it or something look up usf dogwood drive that s the tiny street where the parking lot is,legitimate,UCI_SMS
no i dont want to hear anything,legitimate,UCI_SMS
please see attached memo and new curve setup form template also please forward to all book administrators thanks mike,legitimate,enron
final chance claim ur 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz 3 00 subs 16,phishing,UCI_SMS
this pen thing is beyond a joke wont a biro do don t do a masters as can t do this ever again,legitimate,UCI_SMS
freemsg fav xmas tones reply real,phishing,UCI_SMS
enjoy the jamster videosound gold club with your credits for 2 new videosounds 2 logos musicnews get more fun from jamster co uk 16 only help call 09701213186,phishing,UCI_SMS
this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com,phishing,UCI_SMS
i haven t checked with all of my managers but i know at least some of them sent you their satisfactory reviews and had not heard anything back from you by 7 31 which i think was the original deadline for completing reviews and i know that although i received feedback from you on my needs improvement employees i didn t receive any formal feedback on my satisfactory employees reporting directly to me i believe i recall a phone conversation that we had where you told me to go ahead and give the satisfactory reviews at that point i told all of my managers to proceed with completing the reviews on their satisfactory employees i believe that all of my department s reviews have been executed and turned in save one for an analyst as i am still waiting to hear feedback from his prc rep so based on your explanation of annemarie s memo i guess i would like clarification are any of the 51 in my department because it could be that we went ahead and gave them when we were trying to get everything wrapped up in early august and be as timely as possible in giving constructive feedback to our employees based on our phone conversation and that you re still waiting for us to provide them to you for review what i mean by it is ridiculous to wait so long to communicate performance feedback is september sorry for any confusion don t take things so personally i m venting at the process not the people enron north america corp from hector mcloughlin enron 09 01 2000 12 33 pm to mary solmonson hou ect ect cc sheila walton hou ect ect subject re mid year prc ann marie is our new hr analyst on rotation with our hr team the phrase we still need to review 51 satisfactory evaluations was a disclosure to sally that the 51 evaluations have not been forwarded to hr for review i did not mean to imply that we were holding any evaluations because we have provided same or next day turn around on the evaluations that i received as i read the e mail i am concerned that you might be under the impression that i have not provided quick turn around to one or more members of your group if that is the case and i have not misinterpreted your e mail i would like the opportunity to address the issue with your staff so that i can correct the situation has a manager told you that i held up an evaluation i do not have any satisfactory evaluations in my possesion that i am reviewing at this time i wish you had told me of any issues that you perceived were delaying your evaluations because frankly it was sally that wanted us to review the satisfactory or below evaluations thanks for bringing the matter to my attention i was not aware that you thought the situation had become ridiculous and i would like to do everything possible to avoid giving you that impression hgm mary solmonson ect 09 01 2000 12 04 pm to hector mcloughlin corp enron enron cc sally beck hou ect ect subject mid year prc i don t know who annemarie is but we just went ahead and did our satisfactory evals it is ridiculous to wait so long to communicate performance feedback forwarded by mary solmonson hou ect on 09 01 2000 12 01 pm annemarie allex enron 08 29 2000 03 16 pm sent by annemarie allex enron to steve jackson hou ect ect leslie reeves hou ect ect brenda f herod hou ect ect sheila glover hou ect ect d todd hall hou ect ect eugenio perez hou ect ect mary solmonson hou ect ect sheri thomas hou ect ect scott mills hou ect ect shona wilson na enron enron james scribner corp enron enron bob m hall enron com cc sally beck hou ect ect brent a price hou ect ect hector mcloughlin corp enron enron subject mid year prc i would like to update you on the progress we have made on energy ops mid year review process all of the needs improvement evaluations have been executed except for two which will be executed before the 9 1 deadline we still need to review 51 satisfactory evaluations our target date for this process is september 1st please forward your satisfactory evaluations to myself or hector mcloughlin by september 1st so we can review them and move forward in the process thank you for your help anne marie allex,legitimate,enron
urgent your mobile number has been awarded with a 2000 prize guaranteed call 09061790121 from land line claim 3030 valid 12hrs only 150ppm,phishing,UCI_SMS
forwarded from 88877 free entry into our 250 weekly comp just send the word enter to 88877 now 18 t c www textcomp com,phishing,UCI_SMS
i though we shd go out n have some fun so bar in town or something sound ok,legitimate,UCI_SMS
as you are painfully aware we had a power outage wednesday morning in the enron building this outage was caused by localized structural failure of the raised floor in our 34th floor data center this resulted in disruption to the power distribution system servicing the phone switch and a number of ena servers as a cautionary move enron online was interrupted while the extent of the failure was assessed resulting in the system being unavailable from 11 23 to 11 39 all enron building telephones and voicemail were unavailable for approximately one hour and 20 minutes and certain ena trading systems were unavailable for over two hours during this time the power was stabilized and systems were restored immediate steps are being taken to correct this problem we apologize for this inconvenience if you have any questions in regard to this outage please call philippe bibi at x37698 or bill donovan at x35459,legitimate,enron
thank you winner notified by sms good luck no future marketing reply stop to 84122 customer services 08450542832,phishing,UCI_SMS
what s your room number again wanna make sure i m knocking on the right door,legitimate,UCI_SMS
i m in a meeting call me later at,legitimate,UCI_SMS
urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid 12hrs only,phishing,UCI_SMS
from my review of eugenio s consolidated var spreadsheet the following listed items are those that are open that we need information from you on i will send a separate email that will address ecm pge and affiliate information corp is looking to type the first draft of the annual report to be discussed with the audit committee this friday so we need your help with this information as soon as possible if you will not be able to have all of the information to eugenio by thursday night please let me know we may be able to give you some additional time to gather some of the smaller pieces if you need to forward this on to others please do so aa if you know of any other issues of completeness that i have not addressed please let eugenio and i know why is agg ect and agg index not available for january 1999 is cuiba in esa s nos is it gas or power what month was it first included is that the trade month when did australia first have substantial activity for some reason the spreadsheet has a june number no july or august then september december if the first half of the year has material activity we need to get it from them has the merrill peaker transaction been calculated yet it was not originally in thedpr we definitely have to have that for the dec number where is ees gas is it in the agg ect when did kinneman s debt activity start the first var that we have is september did it start earlier did et s first have financial hedges in may that is the first number that we have who should i talk to there is the june and september rhythms number different that what we originally calculated for the second and third quarter june must be as i recall it was excluded at the time vs the 24mm now showing are the differences primarily due to the 100 volatility versus the 60 number that stinson originally gave you have you asked him why he gave you what he did please get jill erwin to help you revise the december number for ghost there is lots of missing numbers for total return swaps eugenio and gail tholen to determine which swaps were in place in which months of 1999 and run the appropriate models if different models will need to be used in different periods of the year for the same swap lets get that information out to aa and jan,legitimate,enron
you have been selected to stay in 1 of 250 top british hotels for nothing holiday worth 350 to claim call london 02072069400 bx 526 sw73ss,phishing,UCI_SMS
and do you have any one that can teach me how to ship cars,legitimate,UCI_SMS
sorry my battery died i can come by but i m only getting a gram for now where s your place,legitimate,UCI_SMS
are u coming to the funeral home,legitimate,UCI_SMS
hi all just a friendly reminder to forward me names of those you d like to place on the etc action teams if you haven t already done so also please remember to specify whether you re placing someone on the global team or the corporate team attached are the meeting notes for your reference thanks kim rizzi x3 3833,legitimate,enron
8500 that s twice as valuable as your car can t you get a used one for 3000,legitimate,enron
after all of the chaos and discontent over the aep hpl situation i thought i would convey some first hand comment in regard to bob hall every person that has spoken to me about the aep hpl situation has had nothing but praise for the fair and compassionate way that bob has dealt with some very difficult situations through my personal observations i know that he has also done a great job of keeping the ultimate goal of a june closing on track in the face of huge obstacles since this is prc time i thought i would share this with you if you have any questions or would like some more particulars please feel to give me a call at x36674 or shoot me an email,legitimate,enron
private your 2003 account statement for fone no shows 800 un redeemed s i m points call 08715203656 identifier code 42049 expires 26 10 04,phishing,UCI_SMS
i want to sent lt gt mesages today thats y sorry if i hurts,legitimate,UCI_SMS
first that would help you sorry should have given it to you this morning,legitimate,enron
is xy going 4 e lunch,legitimate,UCI_SMS
no problem baby is this is a good time to talk i called and left a message,legitimate,UCI_SMS
no need to say anything to me i know i am an outsider,legitimate,UCI_SMS
s if we have one good partnership going we will take lead,legitimate,UCI_SMS
double mins double txt 1 2 price linerental on latest orange bluetooth mobiles call mobileupd8 for the very latest offers 08000839402 or call2optout lf56,phishing,UCI_SMS
this request has been pending your approval for 57 days please click to review and act upon this request request id 000000000067320 request create date 10 11 01 10 24 53 am requested for matt smith enron com resource name risk acceptance forms local admin rights permanent resource type applications,legitimate,enron
5 free top polyphonic tones call 087018728737 national rate get a toppoly tune sent every week just text subpoly to 81618 3 per pole unsub 08718727870,phishing,UCI_SMS
who s there say hi to our drugdealer,legitimate,UCI_SMS
how dare you change my ring,legitimate,UCI_SMS
u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08718727870150ppm,phishing,UCI_SMS
free nokia or motorola with upto 12mths 1 2price linerental 500 free x net mins 100txt mth free b tooth call mobileupd8 on 08001950382 or call 2optout d3wv,phishing,UCI_SMS
u don t remember that old commercial,legitimate,UCI_SMS
wife how she knew the time of murder exactly,legitimate,UCI_SMS
4mths half price orange line rental latest camera phones 4 free had your phone 11mths call mobilesdirect free on 08000938767 to update now or2stoptxt t cs,phishing,UCI_SMS
you are awarded a sipix digital camera call 09061221061 from landline delivery within 28days t cs box177 m221bp 2yr warranty 150ppm 16 p p 3 99,phishing,UCI_SMS
sexy singles are waiting for you text your age followed by your gender as wither m or f e g 23f for gay men text your age followed by a g e g 23g,phishing,UCI_SMS
ok lor wat time finish,legitimate,UCI_SMS
we tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,phishing,UCI_SMS
i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,legitimate,UCI_SMS
good afternoon my love how goes that day i hope maybe you got some leads on a job i think of you boytoy and send you a passionate kiss from across the sea,legitimate,UCI_SMS
you have won as a valued vodafone customer our computer has picked you to win a 150 prize to collect is easy just call 09061743386,phishing,UCI_SMS
hui xin is in da lib,legitimate,UCI_SMS
preview of info request before targeted 4 30 pm meeting in my office today forwarded by sally beck hou ect on 01 06 2000 03 53 pm kathryn corbally enron 01 05 2000 07 52 pm to sally beck hou ect ect cc subject houston analyst north america presentation sally attached are two draft slides that we wish to include in the analyst presentation i am hoping that you will be able to coordinate the extraction of the data necessary to complete the slides the slides are basically maps of our power and gas operations but surrounded with some hard data on particular aspects of the business to demonstrate our scope and size i would suggest that the maps are printed out and you will then easily see the data we require and the format we wish to use to present it however in summary the information needed is gas storage capability leased and owned number of counterparties 1997 1998 1999 contract type by customer in i have segregated by industrials ldcs and other but i am open for better suggestions transport contracts bcf d firm and interruptible term of contracts i suggested 1 year 10years 10years but again am open for more appropriate terms peak daily deliveries btue d 1997 1998 1999 power contract type by customer in i have segregated by marketers utilities and other but i am open for better suggestions term of contracts i suggested 1 year 10years 10years but again am open for more appropriate terms number of counterparties 1996 1997 1998 1999 if there is data that you or your team believe is more appropriate to demonstrate our activities in these markets please let me know i will be very grateful for such additional material and information as always our timeline is tight and would therefore appreciate the data by close of business friday let me know how this works thank you kathryn forwarded by kathryn corbally corp enron on 01 05 2000 07 31 pm michael darnall 01 05 2000 07 11 pm to kathryn corbally corp enron enron cc subject,legitimate,enron
the world is running and i am still maybe all are feeling the same so be it or i have to admit i am mad then where is the correction or let me call this is life and keep running with the world may be u r also running lets run,legitimate,UCI_SMS
you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from o2fwd only 18p txt,phishing,UCI_SMS
england v macedonia dont miss the goals team news txt ur national team to 87077 eg england to 87077 try wales scotland 4txt 1 20 poboxox36504w45wq 16,phishing,UCI_SMS
you have received this email because you are listed as a security approver please click approval to review and act upon this request request id 000000000010212 request create date 12 13 00 11 43 22 am requested for chris sanchez enron com resource name eol us backoffice data manager resource type applications,legitimate,enron
thanks i ll keep that in mind,legitimate,UCI_SMS
i wanted to extend my thanks in advance to all of you who will join me in the office on january 1 2000 i appreciate your willingness to devote part of your holiday weekend to the continuing success story at enron as a company enron has spent much time and effort to ensure that business will continue smoothly as we move into the year 2000 ken walther in working with many of you has done an excellent job of preparing a work plan for january 1 your work on the first will be the final step in this process your efforts that day will allow all ena employees to return to the office on january 4th with confidence in our ability to continue business as usual i wish each one of you a happy new year i continually feel privileged to work with this dedicated and talented group of employees i look forward to all that we will accomplish in 2000,legitimate,enron
itinerary for sally beck calgary alberta canada february 7 2001 wed feb 7 continental flt co 1563 seat 14c 20 9 20 am depart houston iah 12 43 pm arrive calgary international time difference in calgary 1 hour from houston 2 00 pm video conference to dave delainey staff mtg call nella cappelletto x6971 to confirm room 20 20 3 00 pm operational risk meeting w peggy hedstrom millinium tower 2nd floor boardroom behind second cup coffee shop 20 hotel sheraton suites yyc eau claire 255 barclay parade sw calgary ab t2p 5c2 canada 20 phone 403 266 7200 fax 403 266 1300 confirmation c675106591 enron canada corp suite 3500 canterra tower 400 01 3rd avenue s w calgary alberta t2p 4h2 contact peggy hedstrom phone 403 974 6753 20 fax 403 974 6707 cell 403 850 4893 pager 403 294 5371 20 thurs feb 8 continental flt co 1562 seat 14c 20 1 19 pm depart calgary international 6 10 pm arrive houston iah,legitimate,enron
urgent your mobile no 07808726822 was awarded a 2 000 bonus caller prize on 02 09 03 this is our 2nd attempt to contact you call 0871 872 9758 box95qu,phishing,UCI_SMS
ur balance is now 500 ur next question is who sang uptown girl in the 80 s 2 answer txt ur answer to 83600 good luck,phishing,UCI_SMS
sweetheart hope you are not having that kind of day have one with loads of reasons to smile biola,legitimate,UCI_SMS
t mobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on 0845 021 3680 offer ends 28thfeb t c s apply,phishing,UCI_SMS
congrats 1 year special cinema pass for 2 is yours call 09061209465 now c suprman v matrix3 starwars3 etc all 4 free bx420 ip4 5we 150pm dont miss out,phishing,UCI_SMS
gsoh good with spam the ladies u could b a male gigolo 2 join the uk s fastest growing mens club reply oncall mjzgroup 08714342399 2stop reply stop msg 1 50rcvd,phishing,UCI_SMS
you have won a nokia 7250i this is what you get when you win our free auction to take part send nokia to 86021 now hg suite342 2lands row w1jhl 16,phishing,UCI_SMS
i ll post her out l8r in class,legitimate,UCI_SMS
r we still meeting 4 dinner tonight,legitimate,UCI_SMS
free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help 08712400602450p provided by tones2you co uk,phishing,UCI_SMS
was really good to see you the other day dudette been missing you,legitimate,UCI_SMS
urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050003091 from land line claim c52 valid12hrs only,phishing,UCI_SMS
i didn t know that you were talking to jennifer i had put her on the list of attendees at last thursday s meeting with tom gros he had asked about someone being included that had been involved with enron online i felt that she might be perfect to be involved in networks with her exposure to eol i don t know whether or not you realized that she was in the room for that conference call what is she going to do for you in gas we may be hardpressed to find another strong candidate for the networks project who has been as involved with eol sally forwarded by sally beck hou ect on 06 05 2000 05 28 pm louise kitchen 06 05 2000 04 59 pm to sally beck hou ect ect cc subject aghh brent price just stole jennifer denny no discussion or anything so i obviously will get scott mills in return louise,legitimate,enron
i forwarded to you most of the ibuyit stuff still in my e mail please check all to see if they have been approved from this point forward i don t want to automatically approve anything without my seeing it please scan the rest of my e mails to see if there is an ibuyit request that i failed to forward to you for you to check please be sure that anything that has already been approved is deleted thanks please go through my e mails and print everything from melissa becker put it in a folder all should relate to follow up on the accounting offsite in galveston for me i need to review that stuff and figure out when the next follow up meeting is going to be with either rick and or melissa they have asked me to chair one of the follow up issues some of the e mails from melissa relate to volunteers for my team i think there is also one saved voice mail with a volunteer s name can you create a list with contact numbers of all volunteers from e mails and voice mails to date thanks then please delete all e mails from melissa also please go through my e mails and print everything that relates to center for houston s future i need to review these most is from marilyn schoppe but a few are from others but reference chf then delete all of these e mails e mails from lexi elliott regarding recruiting please print all so that i can review them please delete all e mails after printing thanks this effort plus my clean up today should help shrink the e mails that remain thanks sally,legitimate,enron
free message activate your 500 free text messages by replying to this message with the word free for terms conditions visit www 07781482378 com,phishing,UCI_SMS
final chance claim ur 150 worth of discount vouchers today text yes to 85023 now savamob member offers mobile t cs savamob pobox84 m263uz 3 00 subs 16,phishing,UCI_SMS
thank you princess i want to see your nice juicy booty,legitimate,UCI_SMS
no did you check i got his detailed message now,legitimate,UCI_SMS
how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,phishing,UCI_SMS
urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001295 from land line claim a21 valid 12hrs only,phishing,UCI_SMS
hi its lucy hubby at meetins all day fri i will b alone at hotel u fancy cumin over pls leave msg 2day 09099726395 lucy x calls 1 minmobsmorelkpobox177hp51fl,phishing,UCI_SMS
nothing spl wat abt u and whr ru,legitimate,UCI_SMS
can send me a copy of da report,legitimate,UCI_SMS
please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed 1000 cash or 5000 prize,phishing,UCI_SMS
new textbuddy chat 2 horny guys in ur area 4 just 25p free 2 receive search postcode or at gaytextbuddy com txt one name to 89693,phishing,UCI_SMS
dear ou team we are in a critical time in the recruiting process as offers have been extended in order to ensure our cultivation efforts i have assigned each of you to one or more candidates to contact weekly beginning this week by taking ownership you will create a more personal relationship with your candidate s and help us to stay abreast of any questions or concerns they may have please keep me posted regarding these cultivation efforts so that no one is left out thanks again for all your work and participation please let me know if you have any questions lexi 3 4585,legitimate,enron
vp approval for out of budget additions are in process verbal approval received today please post both internally and externally forwarded by mary solmonson hou ect on 04 25 2000 04 03 pm avril forster enron 04 25 2000 03 25 pm to mary solmonson hou ect ect cc subject entelligence postings hi mary here are the 2 posting forms with your name as dept manager approver sally s name as vp approver and myself as requester to be forwarded to linda vargo for posting linda suggested posting the positions internally for 5 days and then posting them externally although it would be great to get people on board from within the company i think we should just get the postings out everywhere asap also linda required the following questions to be answered internal or external posting to be posted both internally and externally are these positions already budgeted no they will have to come from out of budget relocations costs to be provided relocation costs will be provided for specialist and above positions but not for clerk senior clerk positions the same also applies for agency fees yes to specialist and above and no to clerk senior clerk here are the postings to be approved by sally thanks avril,legitimate,enron
xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins 1000 txt on orange call mobileupd8 on 08000839402 or call2optout 4qf2,phishing,UCI_SMS
r comin back for dinner,legitimate,UCI_SMS
babe u want me dont u baby im nasty and have a thing 4 filthyguys fancy a rude time with a sexy bitch how about we go slo n hard txt xxx slo 4msgs,phishing,UCI_SMS
please call our customer service representative on 0800 169 6031 between 10am 9pm as you have won a guaranteed 1000 cash or 5000 prize,phishing,UCI_SMS
hanging out with my brother and his family,legitimate,UCI_SMS
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,phishing,UCI_SMS
wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uk s largest dogging network txt park to 69696 now nyt ec2a 3lp 1 50 msg,phishing,UCI_SMS
have your lunch and come quickly and open the door,legitimate,UCI_SMS
you are a winner u have been specially selected 2 receive 1000 or a 4 holiday flights inc speak to a live operator 2 claim 0871277810910p min 18,phishing,UCI_SMS
thanks for looking into this for me enron north america corp from hector mcloughlin enron 10 04 2000 02 06 pm to sally beck hou ect ect cc subject later transfer sally lisa cousino s transfer to ebs will be a lateral move in salary and position per the offer letter that she will be receiving hope this helps let me know if there is any other information that you need hgm,legitimate,enron
you have won a guaranteed 1000 cash or a 2000 prize to claim yr prize call our customer service representative on 08714712394 between 10am 7pm,phishing,UCI_SMS
thanks for sending the announcement to me you will be a great asset to ebs and you will probably be working with some of our old energy operations staff members stay in touch and i wish you the best in your new role sally from inja chun enron communications on 11 21 2000 05 08 pm to dan bruce hou ect ect cc sue klinke enron communications enron communications everett plante enron communications enron communications christopher b hunt enron development enron development sally beck hou ect ect stephen schwarz enron communications enron communications glenn winship enron communications enron communications michael gantt enron development enron development bob m hall na enron enron lou casari enron communications enron communications rich hall enron communications enron communications subject announcement inja chun thank you very much for sending out your nice note about my new position in ebs i greatly enjoyed working for you and hope that we can stay in touch in the future thank you again best regards inja chun forwarded by inja chun enron communications on 11 21 00 05 02 pm dan bruce enron sent by enron announcements enron 11 21 00 04 08 pm to enw employees cc subject announcement inja chun please join me in congratulating inja chun on her new position with ebs inja has made numerous contributions to enron s information technology most recently helping to develop a new e commerce venture for enron in korea we would like to wish her success in her new endeavor where she will be working on the development of new systems for ebs and express our appreciation for her 5 years of service in enron net works dan bruce,legitimate,enron
ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,legitimate,UCI_SMS
dear sir salam alaikkum pride and pleasure meeting you today at the tea shop we are pleased to send you our contact number at qatar rakhesh an indian pls save our number respectful regards,legitimate,UCI_SMS
private your 2003 account statement for 078,phishing,UCI_SMS
shall i start from hear,legitimate,UCI_SMS
fyi original message from stubblefield wade sent thursday may 31 2001 8 49 pm to colwell wes beck sally cc barrett misty subject 2001 andersen audits fyi forwarded by wade stubblefield hou ees on 05 31 2001 08 48 pm misty barrett 05 31 2001 05 42 pm to sean a holmes hou ees ees connie estrems hou ees ees james w lewis hou ees ees ozzie pagan hou ees ees don black hou ees ees rogers herndon enron enronxgate scott mills hou ees ees evan hughes hou ees ees vicki sharp hou ees ees kevin hughes hou ees ees anthony dayao hou ees ees wade stubblefield hou ees ees cc casey underwood hou ees ees blake swanson hou ees ees jane e mcspadden us andersen com debra a cash us arthurandersen com linda o norman us andersen com roshmi mukherjee us andersen com enron subject 2001 andersen audits attached below are the 2001 andersen business audits and the timeline for these audits and other work within this document we have identified the ees owner s that will be involved in each business audit the scope objectives of each business audit have also been outlined business audit approach for each business audit we plan to hold an opening and closing meeting with all key personnel involved for that project includes business owners cao eas representative and andersen the objectives of the opening meeting are to discuss specific audit areas team members key contacts and to identify required ees documentation the closing meeting will be critical as this is the final opportunity to ensure all facts surrounding any issues are agreed upon and initially discuss any action plans timing of the opening closing meetings will be communicated by andersen at a later date please review the attached andersen document to ensure the business owners have been properly identified please contact me with any revisions or other questions thanks misty embedded picture device independent bitmap,legitimate,enron
ur going 2 bahamas callfreefone 08081560665 and speak to a live operator to claim either bahamas cruise of 2000 cash 18 only to opt out txt x to 07786200117,phishing,UCI_SMS
burger king wanna play footy at a top stadium get 2 burger king before 1st sept and go large or super with coca cola and walk out a winner,phishing,UCI_SMS
this is the 2nd time we have tried 2 contact u u have won the 750 pound prize 2 claim is easy call 08718726970 now only 10p per min bt national rate,phishing,UCI_SMS
free2day sexy st george s day pic of jordan txt pic to 89080 dont miss out then every wk a saucy celeb 4 more pics c pocketbabe co uk 0870241182716 3 wk,phishing,UCI_SMS
dear subscriber ur draw 4 100 gift voucher will b entered on receipt of a correct ans when was elvis presleys birthday txt answer to 80062,phishing,UCI_SMS
i would just like to thank you both for an extremely informative and constructive event i learnt an lot from this and look forward to taking these ideas forward mike,legitimate,enron
just talked to steve jackson at aep and it looks like they may want to use decaf to do intramonth confirmations we will have to come up with a way to confirm just certain deals and not all deals i will add to the meeting for next week thanks bob,legitimate,enron
i m meeting with rick causey tomorrow morning friday and hopefully sally will be attending as well i ll brief you afterwards on our action plan cassandra forwarded by cassandra schultz enron development on 03 09 2000 03 50 pm joseph p hirl 03 08 2000 09 05 pm to cassandra schultz enron development enron development carol howes enron development enron development cc subject controller back office how have you progressed with finding us candidates for controller and back office the sooner we can get these people on board the better i sense we are falling a bit behind here in relation to some of the other functions i can be reached in tokyo at 81 3 5404 3818 or on my mobile at 81 90 4073 6761 joe,legitimate,enron
